restaurant_name,online_order,book_table,rate_out_of_5,total_votes,location,rest_type,approx_cost_for_two,type_of_meal
Zuiqa Taste,No,No,,0,Richmond Road,Quick Bites,300,Dine-out
Karavali Lunch Home,No,No,,0,Shanti Nagar,"Mess, Quick Bites",300,Dine-out
Bhartiya Jalpan,No,No,,0,Commercial Street,Casual Dining,800,Dine-out
X Cafe,No,No,,0,Shanti Nagar,Cafe,400,Dine-out
Malabar Kitchen,Yes,No,3.2,5,Commercial Street,Quick Bites,300,Dine-out
Soul City,No,No,3.8,217,Lavelle Road,Casual Dining,"2,000",Dine-out
Ozaa,No,No,3.6,31,Lavelle Road,Casual Dining,"1,700",Dine-out
The Coffee Bean & Tea Leaf,Yes,No,3.8,260,MG Road,Cafe,700,Dine-out
Wangs Kitchen,Yes,No,2.5,22,Ulsoor,Casual Dining,"1,000",Dine-out
C Sharp Kitchen,Yes,No,3.4,50,Church Street,Casual Dining,600,Dine-out
Casa Express,No,No,2.6,26,Residency Road,Quick Bites,400,Dine-out
Italia - The Park Bangalore,No,No,3.7,82,MG Road,Fine Dining,"2,500",Dine-out
Berrylicious Cafe,Yes,No,4.1,125,MG Road,"Casual Dining, Cafe",900,Dine-out
Kamat's Palate Korner,No,No,4.1,121,Richmond Road,Casual Dining,600,Dine-out
Mamma Mexicana,Yes,Yes,2.2,406,MG Road,Casual Dining,"1,000",Dine-out
Shiv Sagar,No,No,,0,MG Road,Casual Dining,800,Dine-out
Glen's Bakehouse,Yes,No,4.4,1087,Lavelle Road,"Bakery, Cafe",600,Dine-out
Airlines Hotel,Yes,No,4.0,867,Lavelle Road,Quick Bites,400,Dine-out
Siddiqu Kabab Center,No,No,4.5,174,Richmond Road,Quick Bites,250,Dine-out
The Bundle Co.,Yes,No,4.4,222,MG Road,Quick Bites,700,Dine-out
Khazana Food Paradise,No,No,4.1,356,Richmond Road,Quick Bites,400,Dine-out
Bhagatram Sweets,No,No,3.6,221,Commercial Street,Quick Bites,300,Dine-out
Mandarin Box,No,No,3.9,80,Church Street,Quick Bites,500,Dine-out
Indian Coffee House,No,No,4.0,1217,Church Street,Quick Bites,200,Dine-out
Amritsari Kulcha Bite,Yes,No,3.9,101,Ulsoor,Quick Bites,150,Dine-out
99 Pancakes,Yes,No,4.1,41,Church Street,Dessert Parlor,150,Dine-out
Siddappa Hotel,No,No,4.1,274,Richmond Road,Quick Bites,150,Dine-out
Lakeview Milkbar,No,No,4.0,1443,MG Road,"Dessert Parlor, Cafe",500,Dine-out
eat.fit,Yes,Yes,4.1,94,Church Street,Quick Bites,300,Dine-out
Leon Grill,Yes,No,4.3,284,St. Marks Road,Quick Bites,500,Dine-out
Kentacky Chicken Corner,No,No,4.0,102,Richmond Road,Quick Bites,300,Dine-out
Indian Spice Food,Yes,No,3.6,15,Ulsoor,Quick Bites,300,Dine-out
Northern Route,Yes,No,4.1,159,St. Marks Road,Quick Bites,300,Dine-out
Juice Junction,Yes,No,4.0,101,St. Marks Road,Quick Bites,150,Dine-out
Nisarga Garden,No,No,4.0,89,Infantry Road,Quick Bites,300,Dine-out
Shanthi Sagar,Yes,No,4.1,204,Ulsoor,Quick Bites,250,Dine-out
Hatti Kaapi,Yes,No,3.8,30,Ulsoor,Quick Bites,200,Dine-out
Chetty's Coffee,Yes,No,3.7,18,MG Road,Quick Bites,200,Dine-out
Amdo's Corner Tibetan Foods,No,No,4.0,47,Richmond Road,Quick Bites,250,Dine-out
Indian Chicken Biryani Point,Yes,No,3.3,9,Richmond Road,Quick Bites,300,Dine-out
Stars 'N' Stripes,No,No,2.7,77,MG Road,Quick Bites,500,Dine-out
Sri Saravana Bhavan,No,No,3.9,75,Commercial Street,Quick Bites,150,Dine-out
Koshy's,No,No,3.6,52,Richmond Road,"Bakery, Quick Bites",300,Dine-out
Hotel Fanoos,Yes,No,4.0,787,Richmond Road,Quick Bites,400,Dine-out
Desi Vdesi,Yes,No,3.9,113,Shanti Nagar,Quick Bites,250,Dine-out
Haji Ali Juice Centre,Yes,No,4.0,78,Commercial Street,"Quick Bites, Beverage Shop",350,Dine-out
Domino's Pizza,Yes,No,3.9,117,MG Road,Quick Bites,800,Dine-out
New Taj,Yes,No,3.3,111,Ulsoor,Quick Bites,300,Dine-out
The Wok Shop,Yes,No,3.4,7,Ulsoor,Quick Bites,500,Dine-out
Sri Udupi Park,Yes,No,3.8,106,Residency Road,Quick Bites,200,Dine-out
Hotel Dil Coorg,Yes,No,3.6,79,Ulsoor,Quick Bites,300,Dine-out
Kabab Souq,Yes,No,3.6,112,Richmond Road,Quick Bites,500,Dine-out
Shahi Family Restaurant,Yes,No,3.4,69,Ulsoor,Quick Bites,350,Dine-out
New Kudla Family Resturant,Yes,No,3.2,4,MG Road,Quick Bites,450,Dine-out
The Chocolate Heaven,No,No,,0,Commercial Street,"Dessert Parlor, Cafe",600,Dine-out
Chickpet Donne Biryani House,Yes,No,3.7,44,Commercial Street,Quick Bites,250,Dine-out
Vishnu Sagar,No,No,3.0,33,Commercial Street,Quick Bites,400,Dine-out
Mathsya Darshini,No,No,3.2,57,Lavelle Road,Quick Bites,350,Dine-out
SGS Non Veg - Gundu Pulav,Yes,No,3.9,55,St. Marks Road,Quick Bites,400,Dine-out
Masala Oota,Yes,No,3.6,79,Residency Road,Quick Bites,500,Dine-out
New Alameen Restaurant,Yes,No,3.5,24,Ulsoor,Quick Bites,300,Dine-out
Fatima Bakery,No,No,3.7,14,Richmond Road,"Bakery, Quick Bites",300,Dine-out
Ramji Chaiwale,Yes,No,3.8,41,Ulsoor,Quick Bites,250,Dine-out
Shivajinagar Gardi Ustad Pehlwan Kale Bhai Biryani,No,No,3.6,26,Shivajinagar,Quick Bites,300,Dine-out
Mel's Korner,No,No,3.8,95,Church Street,Quick Bites,500,Dine-out
Hotel Ajantha,No,No,3.9,77,MG Road,Quick Bites,200,Dine-out
Deccan Spices,Yes,No,3.7,23,Richmond Road,Quick Bites,500,Dine-out
Goli Vada Pav No. 1,No,No,3.5,18,Residency Road,Quick Bites,200,Dine-out
Just Bake,Yes,No,3.5,33,Shanti Nagar,"Bakery, Quick Bites",400,Dine-out
Paratha Xpress,Yes,No,3.5,7,Ulsoor,Quick Bites,200,Dine-out
Yauatcha PÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¢tisserie,Yes,No,3.9,53,MG Road,Dessert Parlor,600,Dine-out
Adda,No,No,3.3,5,Shanti Nagar,Quick Bites,300,Dine-out
Donne Biryani House,Yes,No,3.3,70,Residency Road,Quick Bites,400,Dine-out
Shilpa Veg,No,No,3.6,37,Shivajinagar,Quick Bites,250,Dine-out
New Udupi Upahar,No,No,,0,Richmond Road,Quick Bites,300,Dine-out
Donne Biriyani Mane,Yes,No,3.5,62,Church Street,Quick Bites,400,Dine-out
Platter,Yes,No,2.9,26,Residency Road,Quick Bites,300,Dine-out
Hushy's Kitchen,Yes,No,3.5,58,Shanti Nagar,Quick Bites,300,Dine-out
Tayabbs,No,No,3.7,70,Ulsoor,Quick Bites,500,Dine-out
Cafe Sandarshini,No,No,,0,Shanti Nagar,Quick Bites,200,Dine-out
Aishwarya Uphar,No,No,,0,Ulsoor,Quick Bites,150,Dine-out
Kaati Zone,Yes,No,3.1,163,Church Street,Quick Bites,350,Dine-out
Foody's,Yes,No,3.8,170,Shanti Nagar,Quick Bites,250,Dine-out
Allana Kabab,Yes,No,3.3,4,Richmond Road,Quick Bites,200,Dine-out
Five Star Chicken,Yes,No,3.4,26,Ulsoor,Quick Bites,200,Dine-out
Firewood Biryani,Yes,No,3.9,454,Residency Road,Quick Bites,400,Dine-out
Hotel Metropole,No,No,2.9,18,Shivajinagar,Quick Bites,400,Dine-out
Ultra Biriyani Paradise,No,No,3.3,9,Shanti Nagar,Quick Bites,300,Dine-out
The Grand Taj,Yes,No,3.2,35,Shivajinagar,Quick Bites,350,Dine-out
Faasos,Yes,No,3.9,252,Residency Road,Quick Bites,500,Dine-out
Vasudev Adiga's,No,No,3.7,58,Church Street,Quick Bites,250,Dine-out
Mummy Dhaba,Yes,No,3.2,46,Ulsoor,Quick Bites,300,Dine-out
Ram Prasad Veg,No,No,3.6,14,Shivajinagar,Quick Bites,150,Dine-out
North Indian Hotel,No,No,3.5,11,Shivajinagar,Quick Bites,200,Dine-out
Khally Wally,No,No,,0,MG Road,Quick Bites,250,Dine-out
Indira Darshini,Yes,No,3.5,21,Infantry Road,Quick Bites,200,Dine-out
Gundappa Donne Biryani,No,No,3.7,160,St. Marks Road,Quick Bites,300,Dine-out
Container Coffee,Yes,No,,0,Ulsoor,Quick Bites,200,Dine-out
Royal Restaurant,No,No,3.2,7,Shivajinagar,Quick Bites,200,Dine-out
Shree Sadguru Refreshment,Yes,No,3.2,4,Ulsoor,Quick Bites,400,Dine-out
Khan Saheb Grills and Rolls,Yes,No,3.4,25,Langford Town,Quick Bites,350,Dine-out
Chaitanya Veg,Yes,No,3.2,5,Shivajinagar,Quick Bites,300,Dine-out
New Arya Bhavan,No,No,3.1,23,MG Road,Quick Bites,300,Dine-out
Bettaiah Military Hotel,No,No,3.3,4,Shanti Nagar,Quick Bites,250,Dine-out
Maaheshwari Chaat Wala,No,No,3.9,27,Ulsoor,Quick Bites,100,Dine-out
Sri Rama Coffee Shop,No,No,,0,Shivajinagar,Quick Bites,100,Dine-out
New Star Hotel,No,No,,0,Shivajinagar,Quick Bites,200,Dine-out
A1 Ambur Biryani,No,No,,0,Shivajinagar,Quick Bites,200,Dine-out
Kabab and Biryani Centre,No,No,,0,Richmond Road,Quick Bites,300,Dine-out
Tandoori Platter,No,No,,0,Residency Road,Quick Bites,450,Dine-out
Radhika Veg Delite,No,No,,0,Shivajinagar,Quick Bites,400,Dine-out
Shilpa Vegetarian Restaurant,No,No,,0,Shivajinagar,Quick Bites,350,Dine-out
Pappu BC,No,No,,0,Shivajinagar,Quick Bites,300,Dine-out
Chaat Chatore,No,No,,0,MG Road,Quick Bites,150,Dine-out
Bharani's,No,No,,0,MG Road,Quick Bites,300,Dine-out
Satkar Upahar,No,No,,0,Shanti Nagar,Quick Bites,100,Dine-out
Svi Food And Juice,No,No,,0,Ulsoor,Quick Bites,250,Dine-out
Apsara Hotel,Yes,No,,0,Shivajinagar,Quick Bites,150,Dine-out
Sri Rama,Yes,No,3.2,4,Shivajinagar,Quick Bites,200,Dine-out
Metro Military Hotel,Yes,No,,0,Shanti Nagar,Quick Bites,300,Dine-out
Kabab Mela,Yes,No,,0,Shivajinagar,Quick Bites,300,Dine-out
Hotel Rangoon,Yes,No,3.7,17,Ulsoor,Quick Bites,300,Dine-out
Lemon Rice,No,No,3.4,12,Ulsoor,Quick Bites,100,Dine-out
Sri Krishna Foodline,No,No,3.3,4,Ulsoor,Quick Bites,100,Dine-out
Bhaiyaji Food Court,No,No,3.3,6,MG Road,Quick Bites,300,Dine-out
Indy's Comfort Food,No,No,4.1,399,Shivajinagar,Quick Bites,300,Dine-out
Sri Krishna Upahar,No,No,,0,Shivajinagar,Quick Bites,200,Dine-out
Vinay Upahar,No,No,,0,Shivajinagar,Quick Bites,200,Dine-out
Maiera Siddiqha Kabab Centre,No,No,,0,Shivajinagar,Quick Bites,200,Dine-out
Vishwamitra Veg Restaurant,No,No,,0,Shivajinagar,Quick Bites,200,Dine-out
Armani Kabab Centre,Yes,No,,0,Richmond Road,Quick Bites,300,Dine-out
Royal Tea House,Yes,No,,0,Shivajinagar,Quick Bites,100,Dine-out
Jyothi Prakash,No,No,,0,Richmond Road,Quick Bites,150,Dine-out
Shalimar Chaska,No,No,,0,Richmond Road,Quick Bites,200,Dine-out
Sri Krishna The Dhaba,No,No,,0,Richmond Road,Quick Bites,200,Dine-out
Lakshmi Hotel,No,No,,0,Ulsoor,Quick Bites,300,Dine-out
Ambur Hot Dum Biriyani,No,No,,0,Shivajinagar,Quick Bites,250,Dine-out
Madurai Hotel,No,No,,0,Commercial Street,Quick Bites,150,Dine-out
Sri Sai Sagar Food,No,No,,0,MG Road,Quick Bites,300,Dine-out
Night Kitchen,No,No,,0,Shivajinagar,Quick Bites,600,Dine-out
Let's Eat Desi Chinese,No,No,,0,Shanti Nagar,Quick Bites,300,Dine-out
21 Corner Haus Cafe,No,No,,0,Shanti Nagar,Quick Bites,300,Dine-out
Spicy Gobi Magic,No,No,,0,Shanti Nagar,Quick Bites,150,Dine-out
The Taste Adda,No,No,,0,Ulsoor,Quick Bites,200,Dine-out
Crunch Pizzas,Yes,No,2.5,34,Ulsoor,Quick Bites,600,Dine-out
Safa Hotel,Yes,No,,0,Shivajinagar,Quick Bites,200,Dine-out
Hotel New Sagar,Yes,No,,0,Shivajinagar,Quick Bites,300,Dine-out
Banashankri Donne Biriyani,Yes,No,,0,Ulsoor,Quick Bites,300,Dine-out
K V Canteen,No,No,3.5,17,Commercial Street,Quick Bites,100,Dine-out
Cool Joint,No,No,3.6,25,Commercial Street,Quick Bites,250,Dine-out
Vyshali Food Corner,No,No,3.6,13,Shanti Nagar,Quick Bites,400,Dine-out
Delhi Bhavan,No,No,3.4,11,Commercial Street,Quick Bites,150,Dine-out
Sangam Kabab Corner,No,No,3.1,4,Ulsoor,Quick Bites,300,Dine-out
Hotel Kanchan's Fish & Chicken,No,No,3.3,4,Shivajinagar,Quick Bites,250,Dine-out
Kavya Sagar,No,No,2.9,10,Richmond Road,Quick Bites,250,Dine-out
Mr. Anbu'g Ambur Biryani,No,No,3.2,4,Richmond Road,Quick Bites,300,Dine-out
R S Lunch Home,No,No,3.4,11,Shanti Nagar,Quick Bites,300,Dine-out
Donne Biryani,No,No,3.2,10,Shanti Nagar,Quick Bites,200,Dine-out
Sona Chicken Kabab,No,No,3.2,4,Ulsoor,Quick Bites,200,Dine-out
Sri Raghavendra Tiffin Center,No,No,,0,Shivajinagar,Quick Bites,200,Dine-out
Kalpana Fast Food,No,No,,0,Richmond Road,Quick Bites,150,Dine-out
Sri Udupi Grand,No,No,3.2,9,Shanti Nagar,Quick Bites,350,Dine-out
Sri Venkateshwara Vishnu Bhavan,No,No,,0,Shanti Nagar,Quick Bites,300,Dine-out
Ambur Hot Dum Biryani,No,No,3.1,6,Shanti Nagar,Quick Bites,250,Dine-out
Gowdara Naati Mane,No,No,3.4,7,Residency Road,Quick Bites,500,Dine-out
Sri Ganesh Fast Food,No,No,,0,Shanti Nagar,Quick Bites,200,Dine-out
Kanis Kitchen,No,No,3.6,14,Shivajinagar,Quick Bites,250,Dine-out
New Select Hotel,No,No,3.4,5,Richmond Road,Quick Bites,200,Dine-out
Hotel Ashoka,No,No,3.7,10,Shivajinagar,Quick Bites,200,Dine-out
Bombay Food Express,No,No,3.7,18,Shanti Nagar,Quick Bites,250,Dine-out
Sagar Chats,No,No,3.8,38,Commercial Street,Quick Bites,300,Dine-out
Bhaiya Ji Food Court,No,No,3.0,16,Ulsoor,Quick Bites,150,Dine-out
The London Shakes,Yes,No,,0,Church Street,Quick Bites,500,Dine-out
Grahaira,No,No,,0,Commercial Street,Quick Bites,300,Dine-out
Tibbs Frankie,No,No,3.0,22,St. Marks Road,Quick Bites,200,Dine-out
Rescafe,No,No,3.8,41,Residency Road,Quick Bites,100,Dine-out
Tandoor Da Funda,No,No,3.6,15,MG Road,Quick Bites,350,Dine-out
Hotel Vinitha,No,No,3.2,5,Shivajinagar,Quick Bites,150,Dine-out
Sultan Shah's Restaurant,No,No,3.2,9,Shivajinagar,Quick Bites,200,Dine-out
Kung Foods,No,No,,0,Commercial Street,Quick Bites,500,Dine-out
KUNG FOOD,No,No,,0,Commercial Street,Quick Bites,400,Dine-out
Sattuani,No,No,3.5,9,St. Marks Road,Quick Bites,250,Dine-out
Food Court,No,No,,0,Richmond Road,Quick Bites,100,Dine-out
Cafe Mingo?s,No,No,,0,Richmond Road,Quick Bites,200,Dine-out
Ashirwadh Delicacy,No,No,,0,Shanti Nagar,Quick Bites,150,Dine-out
Lalbagh Upahara,No,No,,0,Shanti Nagar,Quick Bites,100,Dine-out
Hotel Gowda's,No,No,,0,Shanti Nagar,Quick Bites,200,Dine-out
K.B.R Fast Food,No,No,,0,Richmond Road,Quick Bites,300,Dine-out
Rizq Restaurant,No,No,,0,Richmond Road,Quick Bites,150,Dine-out
R.K Biryani & Chinese Fast Food,No,No,,0,Richmond Road,Quick Bites,200,Dine-out
Hotel New Mezban,No,No,,0,Richmond Road,Quick Bites,250,Dine-out
New A1 Chicken Biryani Point,No,No,3.1,6,Shivajinagar,Quick Bites,300,Dine-out
Lazzet Lee,No,No,,0,Lavelle Road,Quick Bites,400,Dine-out
M.R.S Hotel,No,No,,0,Ulsoor,Quick Bites,300,Dine-out
Caffe Maven,Yes,No,3.4,25,Residency Road,Quick Bites,300,Dine-out
Al-Safaa Chinese Fast Food,No,No,,0,Shivajinagar,Quick Bites,250,Dine-out
Sweet Chariot Cafe,Yes,No,3.8,113,Residency Road,Dessert Parlor,500,Dine-out
MDP Coffee House,No,No,3.5,13,Commercial Street,Quick Bites,200,Dine-out
BIB-Breakfast In The Box,Yes,No,,0,Ulsoor,Quick Bites,600,Dine-out
Bharathi Dosa Camp,No,No,3.2,7,Commercial Street,Quick Bites,100,Dine-out
Galaxy 2 Restaurant,No,No,3.2,4,Shivajinagar,Quick Bites,400,Dine-out
Kshathriya's Naati Junction,No,No,,0,Richmond Road,Quick Bites,250,Dine-out
Hammered,Yes,Yes,4.7,4657,Cunningham Road,"Pub, Cafe","1,300",Dine-out
Eden Park,Yes,Yes,4.1,612,Cunningham Road,Casual Dining,"1,100",Dine-out
Pasta Street,Yes,Yes,4.5,1621,Cunningham Road,Casual Dining,"1,300",Dine-out
Dolci Desserts,Yes,No,4.3,652,Cunningham Road,"Cafe, Dessert Parlor",750,Dine-out
The Culinarium,No,No,3.7,22,Vasanth Nagar,"Cafe, Dessert Parlor","1,100",Dine-out
Skylit - Citrus Hotels,No,Yes,4.0,323,Cunningham Road,Lounge,"1,300",Dine-out
Banjara Melting Pot,Yes,Yes,4.2,474,Cunningham Road,Casual Dining,"1,700",Dine-out
Shezan,Yes,No,4.1,391,Cunningham Road,Casual Dining,600,Dine-out
Infinitea Tea Room & Tea Store,Yes,Yes,4.3,858,Cunningham Road,"Casual Dining, Cafe","1,000",Dine-out
Mudpipe Cafe,Yes,No,4.2,739,Cunningham Road,Cafe,750,Dine-out
Siddique Kabab Centre,Yes,No,3.9,430,Frazer Town,Casual Dining,550,Dine-out
Ramana's,Yes,Yes,4.0,378,Cunningham Road,Casual Dining,850,Dine-out
Thom's Bakery,No,No,4.1,211,Frazer Town,"Bakery, Quick Bites",200,Dine-out
Red Lantern,Yes,No,3.7,162,Cunningham Road,Casual Dining,700,Dine-out
Chung's Chinese Corner,Yes,No,3.3,201,Cunningham Road,Casual Dining,700,Dine-out
Ta'aam,Yes,No,4.1,402,Cunningham Road,Casual Dining,750,Dine-out
Zodiac - Fortune Select JP Cosmos Hotel,Yes,Yes,3.8,91,Cunningham Road,Casual Dining,"1,800",Dine-out
Hotel Nisarga Grand,Yes,No,3.6,32,City Market,Casual Dining,500,Dine-out
New Prashanth Naati Style,No,No,3.8,29,Cunningham Road,Casual Dining,400,Dine-out
One Atria Cafe,No,Yes,3.7,100,Race Course Road,Casual Dining,"1,600",Dine-out
Kamat Restaurant,Yes,No,3.6,31,City Market,Casual Dining,400,Dine-out
Tijouri,No,Yes,4.0,70,Race Course Road,Fine Dining,"2,800",Dine-out
Maratha Darshan,No,No,4.0,107,Cunningham Road,Quick Bites,400,Dine-out
Masala Central,Yes,No,3.7,74,Frazer Town,Quick Bites,300,Dine-out
Chikkanna Tiffin Room,No,No,4.5,203,City Market,Quick Bites,150,Dine-out
Swasthaa,No,No,,0,Sanjay Nagar,Casual Dining,600,Dine-out
SLN Lunch Home,No,No,3.9,26,City Market,Quick Bites,100,Dine-out
Chels Cafe,Yes,No,3.5,20,Cunningham Road,Cafe,500,Dine-out
Fish Factory-Citrus Hotel,No,Yes,3.9,40,Cunningham Road,Fine Dining,"2,600",Dine-out
Sanman Veg,No,No,3.5,12,Cunningham Road,Quick Bites,250,Dine-out
Pai Vihar,No,No,3.2,41,City Market,Quick Bites,400,Dine-out
California Burrito,No,No,4.0,53,Cunningham Road,Quick Bites,400,Dine-out
24 Carats - The Capitol,No,No,3.1,46,Cunningham Road,Casual Dining,"1,000",Dine-out
BISO - Citrus Hotels,No,Yes,3.9,156,Cunningham Road,Casual Dining,"1,100",Dine-out
Samrudh Veg,No,No,3.6,10,Cunningham Road,Quick Bites,200,Dine-out
Irene's Cafe & Deli - Citrus Hotels,No,No,,0,Cunningham Road,Cafe,"1,000",Dine-out
Chaithanya Andhra Style Family Restaurant,No,No,3.2,4,Cunningham Road,Casual Dining,600,Dine-out
Roll Junction,Yes,No,2.9,56,Cunningham Road,Quick Bites,150,Dine-out
The Whiskey Bar,No,Yes,3.7,43,Race Course Road,Bar,"2,800",Dine-out
Nostradamus Bar & Lounge,No,No,3.6,14,Cunningham Road,Bar,"1,500",Dine-out
Mallige,No,No,3.2,5,Race Course Road,Casual Dining,700,Dine-out
Fahad Kabab Centre,Yes,No,,0,Frazer Town,Quick Bites,150,Dine-out
Happie Hippies,No,No,,0,Vasanth Nagar,Quick Bites,500,Dine-out
AAlvina Restaurant,No,No,,0,Kumaraswamy Layout,Quick Bites,400,Dine-out
Cloud Foods,No,No,,0,HSR,Casual Dining,600,Dine-out
Talk Ease,No,No,3.1,10,City Market,Cafe,200,Dine-out
Malabar Restaurant,No,No,,0,City Market,Casual Dining,500,Dine-out
Dosa Mania,No,No,,0,HSR,Quick Bites,200,Dine-out
Fortuna Turban Tadka,No,No,,0,Uttarahalli,Quick Bites,300,Dine-out
Ambur Biryani,Yes,No,,0,Frazer Town,Quick Bites,300,Dine-out
Srinidhi Real Food,No,No,3.6,26,Vasanth Nagar,Quick Bites,200,Dine-out
Al Sadique Restaurant,No,No,3.5,31,Frazer Town,Quick Bites,350,Dine-out
Queens Food Corner,No,No,3.1,11,Cunningham Road,Quick Bites,200,Dine-out
Ambur Star Dum Biriyani,No,No,3.3,4,Wilson Garden,Quick Bites,300,Dine-out
Pizza Stop,Yes,No,3.9,146,Cunningham Road,Quick Bites,600,Dine-out
The French Loaf,Yes,No,2.8,142,Frazer Town,"Bakery, Quick Bites",300,Dine-out
M9 - Citrus Hotels,No,No,3.1,10,Cunningham Road,Casual Dining,800,Dine-out
Tea and Wine Lounge,No,No,3.5,10,Race Course Road,Cafe,800,Dine-out
Double Decker,No,Yes,4.3,2651,Brigade Road,"Bar, Casual Dining","1,300",Drinks & nightlife
NoLimmits Lounge and Club,Yes,Yes,4.0,2103,Brigade Road,Club,"2,000",Drinks & nightlife
Fava,No,Yes,4.4,2039,Lavelle Road,"Casual Dining, Bar","1,200",Drinks & nightlife
Arbor Brewing Company,No,Yes,4.5,8375,Brigade Road,"Pub, Microbrewery","2,000",Drinks & nightlife
The Permit Room,No,No,4.5,1573,Brigade Road,"Casual Dining, Bar","1,500",Drinks & nightlife
ShakesBierre,No,Yes,4.4,256,Brigade Road,"Microbrewery, Casual Dining","1,500",Drinks & nightlife
The Barn - Bar & Kitchen,No,Yes,4.2,240,Brigade Road,Pub,"1,500",Drinks & nightlife
Laughing Llama Gastropub,Yes,Yes,4.3,393,Brigade Road,"Bar, Casual Dining","1,600",Drinks & nightlife
Pecos Classic,No,Yes,4.1,548,Brigade Road,"Pub, Casual Dining","1,100",Drinks & nightlife
Guzzlers Inn,No,No,4.0,949,Brigade Road,Pub,"1,100",Drinks & nightlife
Le Rock,Yes,No,4.0,1203,Brigade Road,"Bar, Quick Bites","2,000",Drinks & nightlife
Fusion Lounge,No,No,2.0,395,Brigade Road,Lounge,"1,500",Drinks & nightlife
Flame Pub & Restaurant - Brigade Garden,No,No,2.9,24,Brigade Road,"Bar, Casual Dining","1,900",Drinks & nightlife
The 13th Floor,No,Yes,4.4,4575,MG Road,Lounge,"1,700",Drinks & nightlife
Communiti,No,No,4.7,3894,Residency Road,"Microbrewery, Casual Dining","1,500",Drinks & nightlife
Skyye,No,Yes,4.2,3116,Lavelle Road,Lounge,"2,500",Drinks & nightlife
KazÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,No,Yes,4.4,858,Lavelle Road,Fine Dining,"3,000",Drinks & nightlife
Shiro,Yes,Yes,4.4,2229,Lavelle Road,"Fine Dining, Lounge","3,000",Drinks & nightlife
Farzi Cafe,No,No,4.4,2392,Lavelle Road,"Casual Dining, Microbrewery","1,500",Drinks & nightlife
Hard Rock Cafe,No,Yes,4.5,5262,St. Marks Road,"Casual Dining, Bar","2,500",Drinks & nightlife
MISU,Yes,Yes,4.6,1211,St. Marks Road,"Casual Dining, Bar","1,700",Drinks & nightlife
Bangalore Brew Works,No,Yes,4.2,2212,Residency Road,"Microbrewery, Lounge","1,700",Drinks & nightlife
Fava,No,Yes,4.4,2039,Lavelle Road,"Casual Dining, Bar","1,200",Drinks & nightlife
Soda Bottle Opener Wala,Yes,Yes,4.4,3651,Lavelle Road,"Casual Dining, Irani Cafee","1,300",Drinks & nightlife
The Bar Stock Exchange,No,No,4.3,606,St. Marks Road,"Pub, Casual Dining","1,300",Drinks & nightlife
The Biere Club,Yes,Yes,4.3,3484,Lavelle Road,"Pub, Microbrewery","1,700",Drinks & nightlife
SkyDeck By Sherlock's,No,Yes,4.2,1418,MG Road,"Pub, Casual Dining","1,500",Drinks & nightlife
Alchemy - The Chancery Pavilion,No,Yes,4.3,446,Residency Road,"Microbrewery, Casual Dining","2,000",Drinks & nightlife
Sanchez,No,No,4.3,1028,Lavelle Road,Lounge,"1,500",Drinks & nightlife
1Q1,No,Yes,4.3,595,Infantry Road,"Casual Dining, Bar","2,500",Drinks & nightlife
RockSalt,Yes,Yes,4.4,484,St. Marks Road,"Bar, Casual Dining","1,900",Drinks & nightlife
Hoppipola,Yes,No,4.3,1703,Church Street,Lounge,"1,300",Drinks & nightlife
Tree Tops Bar & Kitchen,No,Yes,4.4,108,Lavelle Road,"Casual Dining, Bar","1,000",Drinks & nightlife
Bang - The Ritz-Carlton,No,Yes,4.3,474,Residency Road,Lounge,"3,000",Drinks & nightlife
Easy Tiger,No,No,4.3,2240,Church Street,"Bar, Casual Dining","1,100",Drinks & nightlife
Capri Gastrobar,No,Yes,4.3,284,St. Marks Road,"Bar, Casual Dining","1,200",Drinks & nightlife
Bangalore Pub Exchange,No,Yes,4.1,209,MG Road,"Pub, Casual Dining","1,000",Drinks & nightlife
The Open Box,Yes,Yes,4.2,2270,St. Marks Road,"Casual Dining, Bar","1,400",Drinks & nightlife
Russh Gastropub,No,No,4.2,1279,Church Street,Pub,"1,100",Drinks & nightlife
20 Feet High,Yes,Yes,4.0,932,Church Street,"Casual Dining, Bar","1,000",Drinks & nightlife
Copacabana Pub,No,No,,0,Ulsoor,"Pub, Casual Dining","1,500",Drinks & nightlife
Amber Rush Restobar,No,Yes,4.1,93,Residency Road,Pub,"1,000",Drinks & nightlife
Plan B,No,No,4.2,2020,Shanti Nagar,"Casual Dining, Pub","1,200",Drinks & nightlife
Coconut Grove,No,Yes,3.9,680,Church Street,"Casual Dining, Bar","1,200",Drinks & nightlife
Smaaash,No,Yes,4.2,538,MG Road,"Casual Dining, Pub","1,500",Drinks & nightlife
My Space - WelcomeHotel Bengaluru,No,No,3.9,23,Richmond Road,Bar,"2,000",Drinks & nightlife
Chin Lung Resto Bar,No,No,3.9,378,Residency Road,Bar,"1,000",Drinks & nightlife
Fuel Resto Bar,No,No,4.2,38,Richmond Road,Bar,"2,000",Drinks & nightlife
Bootlegger,No,No,4.1,1543,Lavelle Road,Pub,"1,200",Drinks & nightlife
Ice - Taj MG Road Bengaluru,No,Yes,4.1,608,MG Road,Club,"2,800",Drinks & nightlife
